id,published_at,content,lang,sentiment,author_name,author_gender,author_followers,author_description,author_url,country,country_code,city,impressions,likes,retweets,replies,engagement,reach,region,target_country,tribes,tribe_primary,topics,airline
http://twitter.com/ChiboyUdensi/status/2006531502549643558,2026-01-01 10:02:44,"@EkeeyFrank @General_Somto Ekene. Dem don catch you lie. You come dey curse dem. I shock when I read your comment. £350? From which city ? Infact, from which country in Europe to which other country, even on British Airways, the Odogwu airline ofEurope? Not even business class costs that much across Europe",en,-5,Trey,MALE,19,Son| Brother| Uncle| Cyber Security Warrior| Lover of Truth,http://twitter.com/ChiboyUdensi/,United Kingdom,uk,London,0,0,0,0,0,19,TC2_EU,UK,[],Unclassified,"[""Price & Miles""]",British Airways
http://twitter.com/nj_tuck/status/1755603894556893425,2024-02-08 23:46:00,@AmericanAir Beyond pathetic. QT @garyleff: American Airlines Is Serving $1 Shelf Stable Pasta In First Class. Is Premium Travel Dead? - View from the Wing https://t.co/xtw32EFNj7,en,-5,N T,MALE,48,I'm back!,http://twitter.com/nj_tuck/,United States,us,"Arlington, Texas",0,0,0,0,0,48,TC1_NA,US,[],Unclassified,[],American Airlines
http://twitter.com/MasMaheshananda/status/1935003053947842914,2025-06-18 00:54:13,"The American airline industry is in the dinosaur age when it comes to customer service. WiFi should be free at the very least for 1st and Business class. https://t.co/K04RrQtWI5 QT @MarioNawfal: 🇫🇷 AIR FRANCE GOES FULL STARLINK WITH FREE WI-FI FOR ALL PASSENGERS Air France is rolling out free, ultra-fast Wi-Fi on all its flights starting in 2025, powered by Starlink’s global satellite network. Passengers in every cabin will get seamless internet access, no fees, no limits. Stream, scroll, game, or work from takeoff to landing, even over remote regions. The service connects through your Flying Blue account and works across multiple devices. Regional jets included. It’s part of a broader move to elevate the in-flight experience, turning every seat into a high-speed hotspot. Source: AirFranceCom",en,5,Mas Vidal (Maheshananda),MALE,320,"Ambassador & Practitioner of Ayurveda-Yoga, CEO of https://t.co/y5OeZFGPFV Director of Dancing Shiva School of Ayurveda, BTC HODLR, and technology investor.",http://twitter.com/MasMaheshananda/,United States,us,Miami,0,0,0,0,0,320,TC1_NA,US,"[""Business Traveler"", ""Tech/Digital""]",Business Traveler,"[""Seat & Comfort"", ""Service"", ""Lounge"", ""Entertainment""]",Air France
http://twitter.com/KeaneJohn69/status/1874486689240117366,2025-01-02 01:03:47,@The_Ouroboros__ @LedByDainkeys Depends where you are flying to. I don’t think it’s a case of affording business class if you want to go somewhere that only Ryanair fly to then you fly Ryanair,en,0,John,MALE,1595,"Massive Keane fan, living in London. Good guy, easily corrupted, love gin and bit of an #avgeek.",http://twitter.com/KeaneJohn69/,United Kingdom,uk,London,0,0,0,0,0,1595,TC2_EU,UK,"[""Travel Enthusiast"", ""Tech/Digital""]",Travel Enthusiast,[],Other
http://twitter.com/_AlanLeese/status/1989432216909484133,2025-11-15 05:36:17,"Brilliant gesture from BA 👏👏. https://t.co/iYVQIX2Q73 QT @Football__Tweet: Ryanair refused to refund Stephen Crean’s flight to watch Nottingham Forest play SK Sturm Graz in the Europa League earlier this month, as he couldn’t board the flight due to his stab wounds. However, British Airways have now offered the British hero two business class return tickets to Porto to see Nottingham Forest take on Sporting Braga next year. ✈️ Great gesture. 👏",en,5,𝓐𝓵𝓪𝓷 𝓛𝓮𝓮𝓼𝓮..,MALE,1915,Wolverhampton Wanderers Football Club.  Home & away S T 🎫.  Survived the 80's. Wolves nostalgia. Proud Wulfrunian.  🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇬🇧.,http://twitter.com/_AlanLeese/,United Kingdom,uk,Wolverhampton,379,6,0,0,6,1915,TC2_EU,UK,[],Unclassified,"[""Seat & Comfort""]",British Airways
http://twitter.com/MatthewCaddis/status/1944692733383168412,2025-07-14 18:37:32,I'd sooner he just in First Class via British Airways than in Air Farce 2 https://t.co/Gl88HCl8un QT @100glitterstars: Pragmatism will mark this governments decision making processes. The RAF Voyager that Johnson had resprayed for 800K was intended for very long haul flights. The smaller plane makes sense for flights closer to home. Decision not taken by PM directly either Desperate Telegraph,en,0,Matthew Caddis,MALE,563,"Taking the literal piss out of everything political... including the left it seems, even though I'm a leftie",http://twitter.com/MatthewCaddis/,United Kingdom,uk,Bradford,0,0,0,0,0,563,TC2_EU,UK,"[""Tech/Digital""]",Tech/Digital,[],British Airways
http://twitter.com/DEADLIERP00L/status/2012306292933632239,2026-01-17 08:29:41,You can’t get extremely cheap prices and expect first class treatment. No one feels more entitled than brokies https://t.co/Z1NDwERmA4 QT @travelingflying: @elonmusk @Ryanair Ryanair hates it when people share this https://t.co/rRplKEU67h,en,-5,DeadlierPool,MALE,202,"The future is bright...The future is Bitcoin 🇺🇸🇻🇦  Fascist Anti-communist, anti-socialist, and anti-anti-fascist",http://twitter.com/DEADLIERP00L/,United States,us,"Washington, D.C.",8,1,0,0,1,202,TC1_NA,US,[],Unclassified,"[""Price & Miles""]",Other
http://twitter.com/thetravelingpin/status/1773767947846308335,2024-03-30 02:43:28,Looking to travel business this summer? Here's my review of flying business class on British Airways! https://t.co/ZpXr8HcQnm #newblogpost,en,0,Elizabeth | Travel Content Creator,FEMALE,769,USA-based #adventuretraveler ✈️ | just trying to check off the globe one google map pin at a time 📍 | let’s collaborate: lifeofthetravelingpin@gmail.com,http://twitter.com/thetravelingpin/,United States,us,"Washington, D.C.",0,0,0,0,0,769,TC1_NA,US,"[""Travel Enthusiast"", ""Tech/Digital""]",Travel Enthusiast,[],British Airways
http://twitter.com/goatxans_/status/1827760550060700142,2024-08-26 02:30:47,meme Gmk trouve que c’est trop cher mais vous venez faire les grands maxeur ici alors que vous habitez en hlm https://t.co/aukBMDTEcv QT @WyfoxFTN: @Amelousis Ça dépend des moyens de chacun y’a des gens qui voyage en première classe à +20 000 euros chez Air France ou Emirates c pas tlm qui gagne 2k par mois,fr,0,𝟐𝟐 pieces of shit🪼,MALE,86,urpen that🤏🏾,http://twitter.com/goatxans_/,France,fr,Basse-Terre,441,9,0,1,10,86,TC2_EU,FR,[],Unclassified,[],Air France
http://twitter.com/Tinabobagain/status/1873830529902272771,2024-12-31 05:36:27,"If true, there must be a video out there that we need to watch 😂 https://t.co/ZH7tpjBK8D QT @LedByDainkeys: Keir Starmer flew to Madeira first class on British Airways. He demanded to be allowed to board after everyone else had and that the curtains to the economy cabin were closed. He was booed by some passengers once his presence was known according to a flight crew member",en,0,𝐓𝐢𝐧𝐚𝐁𝐨𝐛,FEMALE,3275,"Be kind to animals, or else.",http://twitter.com/Tinabobagain/,United Kingdom,uk,London,184,5,0,2,7,3275,TC2_EU,UK,[],Unclassified,"[""Service""]",British Airways
http://twitter.com/teresa_hillyard/status/1957988617114313064,2025-08-20 11:10:38,pretty frustrated with Alaska Airlines since we booked business class with Alaska from Mexico City with a partner American Airlines and then we were also first class coming from LAX to San Jose and we’re denied access to the lounge. My husband is a sapphire status.@AlaskaAir,en,-5,Teresa,FEMALE,36,,http://twitter.com/teresa_hillyard/,United States,us,"San Jose, California",59,5,0,2,10,36,TC1_NA,US,[],Unclassified,"[""Lounge""]",American Airlines
http://twitter.com/DanielBalcombe/status/1909641108159971647,2025-04-09 01:14:54,"I read a fascinating article about this. It became such an essential part of his identity that when they revoked it he went into a dark depression. Really sad, weird thing. https://t.co/9x6WT7r07X QT @Rainmaker1973: In 1987, Steve Rothstein bought a $250,000 AAirpass from American Airlines, allowing unlimited first-class travel. He took over 10,000 flights, costing the airline $21 million before the pass was revoked in 2008 due to alleged misuse. https://t.co/r2CBMQV6n5",en,-5,Daniel Balcombe,MALE,531,"Pastor of Living Way Church, Poway. Most of my tweets are about my family, the Padres and Christianity.",http://twitter.com/DanielBalcombe/,United States,us,"Poway, California",31,3,0,1,5,531,TC1_NA,US,[],Unclassified,"[""Price & Miles""]",American Airlines
http://twitter.com/AmyMoor10472503/status/1801800810835415056,2024-06-15 11:16:03,I’m guessing this dog has a better life than me.🤣 QT @rilaws: My bf just sent me this photo of a dog sitting in first class on Air France https://t.co/dLMaq8QFP3,en,5,Amy Moore,FEMALE,177,"Loves coffee, reality TV and anything Stephen King. No DM’s please.",http://twitter.com/AmyMoor10472503/,United States,us,"Sacramento, California",0,3,0,0,3,177,TC1_NA,US,[],Unclassified,"[""Entertainment""]",Air France
http://twitter.com/ForeverSeabass/status/1870119449115705346,2024-12-20 23:49:56,"@ryangerritsen So many reasons... https://t.co/mjZ7DmJuIP QT @Trudeaus_Ego: This morning, Minister of Pensions @theJagmeetSingh was caught living like the average Joe. While sitting in a $5,000 First Class pod on Air Canada. I wonder if anyone out there still believes us, when we say we are fighting for ordinary every day Canadians. https://t.co/EX9ScVuFt9",en,-5,Son of Seabass,MALE,1801,You are the media now (Until You Aren't)™  |  Censorship = Desperate Need to Control.  NO Politician Will Save You | Personal Sovereignty | Build Your Own World,http://twitter.com/ForeverSeabass/,Canada,ca,Ottawa,3432,22,5,1,30,1801,TC1_NA,CA,"[""Travel Enthusiast"", ""Creative""]",Travel Enthusiast,"[""Seat & Comfort"", ""Service""]",Air Canada
http://twitter.com/FlyOnWall888/status/1860323905506017771,2024-11-23 23:05:56,@Ryanair That's First Class?,en,0,Pattayaman,MALE,1250,"As a mortgage professional, I specialize in the intricate world of home financing, with a focus on both Fannie Mae loans and non-QM.  CA, NV, AZ, WA, TN, TX, FL",http://twitter.com/FlyOnWall888/,United States,us,Las Vegas,0,0,0,0,0,1250,TC1_NA,US,"[""Business Traveler"", ""Travel Enthusiast""]",Business Traveler,[],Other
http://twitter.com/hsavas/status/1949790161249939877,2025-07-28 20:12:54,😂 https://t.co/OmxK7n4e5s QT @Ryanair: good morning to passengers who don’t expect business class on a flight that cost less than a pizza,en,0,Hus,MALE,2313,Search at Google Paris. be kind.,http://twitter.com/hsavas/,France,fr,Paris,73,1,0,0,1,2313,TC2_EU,FR,[],Unclassified,"[""Price & Miles""]",Other
http://twitter.com/JoColl1na/status/1909167209340879328,2025-04-07 17:51:47,"@tomlee80 @THINGEO This is Ryanair. There's no business class or complimentary Out of curiosity, what airlines only serve alcohol in business class? I've travelled KLM, Eva,Thai, Qatar, BA, and Emirates in the past 12 months and have been offered alcohol every time from my seat in economy",en,0,Jo Collina ⚓️,MALE,35,Sailor⚓️RN⚓️FAA⚓️RFA⚓️ ⚽️💙EvertonFC💙⚽️ 🏉🔻St Helens RFC🔻🏉 🛵Lambretta🇮🇹Vespa🛵 Cider🍺 Pasties 🍺 MotoGP🏍 🏉RU referee🏉RL🏉,http://twitter.com/JoColl1na/,United Kingdom,uk,Arbroath,0,0,0,0,0,35,TC2_EU,UK,"[""Tech/Digital""]",Tech/Digital,"[""Seat & Comfort""]",Emirates
http://twitter.com/TheBeardFiles/status/1917698601473466589,2025-05-01 06:52:30,"Looks like the airline version of the Short Bus. https://t.co/mtqW892eex QT @MikeSington: Woman tries to barge into cockpit of American Airlines flight to New York. Flight attendant tackles her to the floor, chaos ensues in First Class. https://t.co/Qx72nMDjxs",en,-5,🔫 Entropy’s Beard ⚓️,FEMALE,1153,"The Good I Do Is Good... The Bad I Do Is Legendary 🥃 Intel/Security SME & Psychologist. Writer. -Life has certainly taken some unexpected turns, & here we are.",http://twitter.com/TheBeardFiles/,United States,us,Chicago,0,0,0,0,0,1153,TC1_NA,US,"[""Tech/Digital"", ""Creative""]",Tech/Digital,"[""Service""]",American Airlines
http://twitter.com/heybriandawson/status/1906011463598121210,2025-03-30 00:51:59,"An hour? https://t.co/nad7w3bg8l QT @nypost: NYC CEO told ‘Men just do stuff like that,’ after fellow American Airlines passenger masturbated for an hour in first class: Lawsuit https://t.co/yJECWDrSzF https://t.co/hy69tf6L4k",en,-5,Brian Dawson,MALE,511,Dispassionately uncommitted inactivist. Proud Ohioan; Texan-in-law; ex-NYC. Libertarian troglodyte. 1st Amendment absolutist.,http://twitter.com/heybriandawson/,United States,us,"Charlottesville, Virginia",0,0,0,0,0,511,TC1_NA,US,[],Unclassified,[],American Airlines
http://twitter.com/DharhanJames/status/2003704801272705148,2025-12-24 14:50:26,"@DarshiAgam @WestJet @yvrairport @DarshiAgam You might want to Fly Freight. Make sure the plane is a 747, and you'll be in the Upper Part which is originally designed for First Class (Not saying it will be). And you avoid all the Baggage Delay problems. And it can be also cheaper.",en,5,Richard James,MALE,217,I give up on the glass being Half Full or Half Empty......  .... I'm drinking from the Frickin Bottle🤣🤣🤣,http://twitter.com/DharhanJames/,United Kingdom,uk,Nottingham,1,1,0,0,3,217,TC2_EU,UK,[],Unclassified,[],Other
http://twitter.com/SepsisUK/status/1866512039423992105,2024-12-11 00:55:22,"Rail system is shocking. We’d not be allowed to ride on a bus or plane standing (have @Ryanair got there yet? 🤣), yet on a train - despite the fact we’ve paid for a seat - it seems to be tolerated? https://t.co/JRdVk1iomE QT @Theo_Griffiths: Hi @TLRailUK, I have been fined £79.50, along with most of the carriage this morning, for sitting in the front first class section Please can you explain the difference from sitting in the back first class, where it’s allowed, to the front and how that it worth £79.50 https://t.co/pllvbAYvi6",en,-5,Dr. Ron Daniels BEM,MALE,53088,That Sepsis 6 guy. CEO @UKSepsisTrust (charity 1158843) & VP Global Sepsis Alliance. Compassion foremost. ICU doc. Solihull/Birmingham/London,http://twitter.com/SepsisUK/,United Kingdom,uk,Birmingham,2259,12,2,6,20,53088,TC2_EU,UK,"[""Business Traveler""]",Business Traveler,"[""Seat & Comfort"", ""Price & Miles""]",Other
http://twitter.com/mlisse/status/1850236103120601199,2024-10-27 03:00:37,"I got a free upgrade to an $11,500 seat in British Airways' business class. It was great, but one thing could've made it even better. https://t.co/oDDL9gBz72 https://t.co/LmKn74IUeA",en,5,Michael Lisse,MALE,531,"Experienced manager and venturer. Highly accomplished in digital strategy. Tweets and links are my own views/interests, & don't represent those of my employer.",http://twitter.com/mlisse/,United States,us,"Potomac, Maryland",0,0,0,0,0,531,TC1_NA,US,"[""Business Traveler"", ""Tech/Digital""]",Business Traveler,"[""Seat & Comfort"", ""Price & Miles""]",British Airways
http://twitter.com/Cad_Republican/status/1869959195593756871,2024-12-20 13:13:09,@truckdriverpleb @WeAreCanProud Yup. Air Canada doesn't have first class. 👍,en,0,Canadian Republican 🇨🇦 🇺🇲,MALE,2534,Conservative who believes in republicanism. Professional. Husband of 14 years. Proud LGB member. Hamas denouncer. Opinions my own.,http://twitter.com/Cad_Republican/,Canada,ca,Ottawa,2495,22,0,1,23,2534,TC1_NA,CA,"[""Business Traveler""]",Business Traveler,[],Air Canada
http://twitter.com/Mattpetti32/status/1916224753502740516,2025-04-27 05:15:57,@truckdriverpleb I’m hoping this is at least First Class. Air Canada gives me the fucking shudders.,en,-5,Matthew 𝕏 | MCGA /MAGA 🇨🇦🇺🇸🫡,MALE,7328,Canadian MAGA Conservative in Nova Scotia,http://twitter.com/Mattpetti32/,Canada,ca,Ottawa,248,1,0,3,4,7328,TC1_NA,CA,[],Unclassified,[],Air Canada
http://twitter.com/AndyBTravels/status/1794061334461427713,2024-05-25 02:42:08,"A British Airways First Class Sleep Suit, aka pyjamas, size Small. Unopened. Send me a message or comment here if interested in acquiring. https://t.co/z7cgoOGGFU",en,0,AndyBTravels,MALE,14954,Train geek & compulsive traveller. Travel Architect Service https://t.co/9QA560msJr https://t.co/2ac2y4QmDo https://t.co/fAUqqcGj54,http://twitter.com/AndyBTravels/,United Kingdom,uk,London,2454,1,2,0,3,14954,TC2_EU,UK,"[""Travel Enthusiast"", ""Tech/Digital""]",Travel Enthusiast,"[""Seat & Comfort""]",British Airways
http://twitter.com/escrowsonly/status/1827012345601691825,2024-08-24 00:57:42,"If this is the case when a downgrade is needed they should also give the option to fly free to where ever they’re going, every person in 1st class should be given that option, those who opt in, give you you a pool of people to choose from without pissing anyone off. https://t.co/sKJncSnmsP QT @DLuxeOhio: @slystone2016 @I_amZackk @ArtOfDialogue_ Top Status at American Airlines is Concierge Key, then Executive Business and down the remaining tiers. Thus, IF flight attendants were paying attention to their first class passenger rosters, they decided based on that info. Also, husband/wife needs to be on the same booking, otherwise they can/do split them up, when nec.",en,0,B Dizzle,MALE,1320,"know life, no limit. Real Estate, & Luxury Timepieces. All posted property photos & watch photos are originals. DM’s strictly open to business inquires ONLY.",http://twitter.com/escrowsonly/,United States,us,"Aventura, Florida",0,0,0,0,0,1320,TC1_NA,US,"[""Business Traveler"", ""Luxury Lifestyle""]",Business Traveler,"[""Service"", ""Entertainment""]",American Airlines
http://twitter.com/WeekendGabe/status/1826824648685711471,2024-08-23 12:31:51,"“Get some tvs!” Looool https://t.co/ceFTjgjC7A QT @ArtOfDialogue_: ""I'm not going to let y'all disrespect me like that,"" Juvenile chooses to get off the plane after American Airlines tries to move him from first class to coach. https://t.co/CqnNCaBQQo",en,-5,Best Hair in the Game,FEMALE,3218,🇵🇷 CEO of @weekendatgabes on @Twitch | fmr. Senior Hip Hop Correspondent @Vocalo (2010-21) | God’s Favorite | #dadlife,http://twitter.com/WeekendGabe/,United States,us,Chicago,0,0,0,0,0,3218,TC1_NA,US,"[""Business Traveler""]",Business Traveler,"[""Entertainment""]",American Airlines
http://twitter.com/drfeggit/status/1826716614357618985,2024-08-23 05:22:34,"Defly shoulda been on delta he never lied not once https://t.co/jq7ee8H2rT QT @ArtOfDialogue_: ""I'm not going to let y'all disrespect me like that,"" Juvenile chooses to get off the plane after American Airlines tries to move him from first class to coach. https://t.co/CqnNCaBQQo",en,0,🐻 ja morantsexual 🐻,MALE,2954,🗣 DONT DM ME IF YO PARLAYS DONT BE HITTING !!! #NUMBERTWELVE !!!! #girlswhogamble . #LongLiveDolph🕊Chicago🛫🛬 Jersey City,http://twitter.com/drfeggit/,United States,us,"Jersey City, New Jersey",0,0,0,0,0,2954,TC1_NA,US,[],Unclassified,[],American Airlines
